case,age,date,overall,potential,cash,card,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age15-start-national-youth-130363-30y,28,2039-06-30,89,99,2148049.17,True,87.63,93.36,95.43,91.6,82.79,93.19,94.91,89.82,88.59,71.43,77.47,74.73,80.05,78.41,74.42
age15-start-national-youth-130363-30y,29,2040-06-30,90,99,3307968.08,True,88.52,93.81,95.79,92.21,83.8,93.68,95.33,90.49,89.23,72.18,78.43,75.22,80.41,78.9,75.02
age15-start-national-youth-130363-30y,30,2041-06-30,90,99,4373014.64,True,89.19,94.19,96.09,92.73,84.6,94.09,95.67,91.04,89.73,72.88,79.12,75.56,80.66,79.31,75.45
age15-start-national-youth-130363-30y,31,2042-06-30,91,99,4919764.38,True,89.81,94.56,96.38,93.32,85.34,94.5,95.98,91.59,90.24,73.64,79.86,75.93,80.93,79.71,75.92
age15-start-national-youth-130363-30y,32,2043-06-30,91,99,5351778.22,True,90.37,94.87,96.64,93.86,86.04,94.88,96.27,92.1,90.7,74.41,80.71,76.36,81.23,80.1,76.45
age15-start-national-youth-130363-30y,33,2044-06-30,92,99,5690707.72,True,90.99,95.21,96.89,94.32,86.75,95.22,96.54,92.57,91.15,75.15,81.49,76.77,81.52,80.54,76.97
age15-start-national-youth-130363-30y,34,2045-06-30,92,99,6045537.64,True,91.52,95.51,97.13,94.77,87.41,95.55,96.8,93.02,91.59,75.89,82.17,77.15,81.78,80.93,77.44
age15-start-national-youth-130363-30y,35,2046-06-30,93,94,6304892.72,True,92.02,95.78,97.36,95.18,88.03,95.89,97.06,93.51,92.05,76.72,82.79,77.5,82.02,81.32,77.87
age15-start-national-youth-130363-30y,36,2047-06-30,93,94,6600845.68,True,92.02,95.78,97.36,95.18,88.03,95.89,97.06,93.51,92.05,76.72,82.79,77.5,82.02,81.32,77.87
age15-start-national-youth-130363-30y,37,2048-06-30,93,94,7618183.32,True,92.02,95.78,97.36,95.18,88.03,95.89,97.06,93.51,92.05,76.72,82.79,77.5,82.02,81.32,77.87
age15-start-national-youth-130363-30y,38,2049-06-30,93,94,8222086.08,True,92.02,95.78,97.36,95.18,88.03,95.89,97.06,93.51,92.05,76.72,82.79,77.5,82.02,81.32,77.87
age15-start-national-youth-130363-30y,39,2050-06-30,93,94,9463296.39,True,92.02,95.78,97.36,95.18,88.03,95.89,97.06,93.51,92.05,76.72,82.79,77.5,82.02,81.32,77.87
age15-start-national-youth-130363-30y,40,2051-06-30,93,93,10599559.31,True,92.02,95.78,97.36,95.18,88.03,95.89,97.06,93.51,92.05,76.72,82.79,77.5,82.02,81.32,77.87
age15-start-national-youth-130363-30y,41,2052-06-30,92,92,11504862.36,True,91.26,94.96,96.5,94.73,87.65,95.89,97.06,93.51,92.05,76.72,81.25,76.62,80.51,80.35,76.51
age15-start-national-youth-130363-30y,42,2053-06-30,92,92,12189364.63,True,90.33,93.95,95.46,94.18,87.18,95.89,97.06,93.51,92.05,76.72,79.4,75.56,78.7,79.18,74.88
age15-start-national-youth-130363-30y,43,2054-06-30,91,91,13466167.52,True,89.22,92.75,94.23,93.52,86.61,95.89,97.06,93.51,92.05,76.72,77.27,74.3,76.6,77.8,72.98
age15-start-national-youth-130363-30y,44,2055-06-30,90,90,14261692.06,True,87.93,91.36,92.79,92.74,85.95,95.89,97.06,93.51,92.05,76.72,74.85,72.85,74.23,76.21,70.82
age15-start-national-youth-130363-30y,45,2056-06-30,89,89,15853116.62,True,86.46,89.78,91.15,91.84,85.17,95.89,97.06,93.51,92.05,76.72,72.19,71.21,71.61,74.41,68.44
age18-start-elite-amateur-104729-30y,18,2026-05-11,68,96,8000,False,61,72,71,54,60,66,70,63,72,59,59,67,75,70,64
age18-start-elite-amateur-104729-30y,19,2027-06-30,72,90,9846.87,False,65.49,76.67,76.35,59.5,63.61,71.21,75.56,67.66,75.79,61.71,61.44,68.22,75.91,71.49,65.52
age18-start-elite-amateur-104729-30y,20,2028-06-30,75,93,25036.26,False,69.43,80.53,81.27,64.65,66.94,75.56,80.29,71.47,79.01,63.94,64.13,69.56,76.92,72.82,67.2
age18-start-elite-amateur-104729-30y,21,2029-06-30,79,97,39354.14,True,73.44,84.14,85.35,69.69,70.21,79.94,84.44,75.33,81.92,66.3,66.48,70.74,77.81,74.19,68.68
age18-start-elite-amateur-104729-30y,22,2030-06-30,81,95,89827.26,True,75.83,86.03,87.74,73.98,72.41,83.07,86.9,78.26,83.97,68.02,68.29,71.64,78.48,75.03,69.81
age18-start-elite-amateur-104729-30y,23,2031-06-30,82,96,174305.44,False,77.88,87.43,89.2,76.67,74.13,85.15,88.62,80.61,85.37,69.42,69.45,72.23,78.92,75.73,70.53
age18-start-elite-amateur-104729-30y,24,2032-06-30,84,99,213595.86,True,80.36,88.93,90.72,79.88,76.12,86.95,90.08,82.66,86.66,70.77,71.17,73.08,79.56,76.56,71.6
age18-start-elite-amateur-104729-30y,25,2033-06-30,86,99,339276.46,True,82.16,89.98,91.75,82.21,77.67,88.22,91.1,84.15,87.61,71.88,72.25,73.62,79.97,77.19,72.28
age18-start-elite-amateur-104729-30y,26,2034-06-30,87,99,735004.56,True,83.54,90.82,92.6,84.32,79.05,89.42,92.04,85.58,88.51,73.01,73.25,74.12,80.34,77.74,72.91
age18-start-elite-amateur-104729-30y,27,2035-06-30,87,99,2012823.28,True,84.7,91.51,93.28,85.9,80.32,90.45,92.85,86.85,89.33,74.08,74.17,74.58,80.68,78.24,73.48
age18-start-elite-amateur-104729-30y,28,2036-06-30,88,99,2474804.11,True,85.92,92.21,93.97,87.46,81.67,91.34,93.55,87.93,90.05,75.12,75.36,75.18,81.1,78.81,74.22
age18-start-elite-amateur-104729-30y,29,2037-06-30,89,99,2915421.25,True,87.14,92.92,94.62,88.96,82.98,92.17,94.2,88.94,90.73,76.21,76.46,75.73,81.49,79.42,74.91
age18-start-elite-amateur-104729-30y,30,2038-06-30,90,99,3342227.97,True,87.96,93.41,95.09,90.12,83.92,92.84,94.7,89.78,91.29,77.16,77.31,76.16,81.78,79.87,75.45
age18-start-elite-amateur-104729-30y,31,2039-06-30,91,99,3688216.68,True,88.66,93.81,95.49,91.04,84.75,93.41,95.14,90.5,91.8,78.01,78.15,76.58,82.07,80.28,75.97
age18-start-elite-amateur-104729-30y,32,2040-06-30,91,99,4042315.23,True,89.42,94.22,95.86,91.8,85.6,93.9,95.53,91.11,92.23,78.8,79.04,77.02,82.36,80.73,76.53
age18-start-elite-amateur-104729-30y,33,2041-06-30,92,99,4330557.66,True,90.1,94.61,96.19,92.46,86.37,94.32,95.86,91.65,92.62,79.56,79.82,77.41,82.62,81.16,77.02
age18-start-elite-amateur-104729-30y,34,2042-06-30,92,99,5062620.2,True,90.66,94.94,96.46,93.02,87.02,94.71,96.17,92.17,92.98,80.31,80.53,77.77,82.85,81.53,77.46
age18-start-elite-amateur-104729-30y,35,2043-06-30,93,94,5565890.9,True,91.19,95.23,96.71,93.57,87.65,95.08,96.46,92.66,93.33,81.06,81.31,78.18,83.11,81.89,77.97
age18-start-elite-amateur-104729-30y,36,2044-06-30,93,94,6140669.98,True,91.19,95.23,96.71,93.57,87.65,95.08,96.46,92.66,93.33,81.06,81.31,78.18,83.11,81.89,77.97
age18-start-elite-amateur-104729-30y,37,2045-06-30,93,94,6581662.08,True,91.19,95.23,96.71,93.57,87.65,95.08,96.46,92.66,93.33,81.06,81.31,78.18,83.11,81.89,77.97
age18-start-elite-amateur-104729-30y,38,2046-06-30,93,94,6997987.88,True,91.19,95.23,96.71,93.57,87.65,95.08,96.46,92.66,93.33,81.06,81.31,78.18,83.11,81.89,77.97
age18-start-elite-amateur-104729-30y,39,2047-06-30,93,94,7399254.88,True,91.19,95.23,96.71,93.57,87.65,95.08,96.46,92.66,93.33,81.06,81.31,78.18,83.11,81.89,77.97
age18-start-elite-amateur-104729-30y,40,2048-06-30,93,93,7881111.97,True,91.19,95.23,96.71,93.57,87.65,95.08,96.46,92.66,93.33,81.06,81.31,78.18,83.11,81.89,77.97
age18-start-elite-amateur-104729-30y,41,2049-06-30,92,92,8265104.25,True,90.53,94.51,95.97,93.18,87.31,95.08,96.46,92.66,93.33,81.06,80.0,77.39,81.74,81.03,76.76
age18-start-elite-amateur-104729-30y,42,2050-06-30,92,92,9106894.77,True,89.72,93.63,95.06,92.71,86.9,95.08,96.46,92.66,93.33,81.06,78.42,76.43,80.09,79.97,75.31
age18-start-elite-amateur-104729-30y,43,2051-06-30,91,91,9797560.94,True,88.76,92.58,93.98,92.15,86.4,95.08,96.46,92.66,93.33,81.06,76.58,75.29,78.17,78.73,73.61
age18-start-elite-amateur-104729-30y,44,2052-06-30,90,90,10440333.04,True,87.64,91.36,92.72,91.48,85.82,95.08,96.46,92.66,93.33,81.06,74.5,73.98,76.0,77.3,71.69
age18-start-elite-amateur-104729-30y,45,2053-06-30,89,89,10902094.8,True,86.36,89.98,91.3,90.72,85.15,95.08,96.46,92.66,93.33,81.06,72.19,72.51,73.6,75.69,69.55
age18-start-elite-amateur-104729-30y,46,2054-06-30,88,88,11422670.54,True,84.92,88.41,89.69,89.85,84.38,95.08,96.46,92.66,93.33,81.06,69.68,70.86,70.99,73.89,67.22
age18-start-elite-amateur-104729-30y,47,2055-06-30,87,87,11874853.7,True,83.33,86.69,87.91,88.87,83.51,95.02,96.39,92.64,93.33,81.04,67.0,69.06,68.21,71.93,64.73
age18-start-elite-amateur-104729-30y,48,2056-06-30,86,86,12253813.86,True,81.59,84.81,85.98,87.78,82.55,94.87,96.23,92.58,93.33,81.0,64.19,67.12,65.3,69.83,62.11
age18-start-elite-amateur-130363-30y,18,2026-05-11,68,96,8000,False,61,72,71,54,60,66,70,63,72,59,59,67,75,70,64
age18-start-elite-amateur-130363-30y,19,2027-06-30,72,90,10316.78,False,65.56,77.01,76.9,60.6,63.74,71.7,75.86,68.01,76.11,61.96,61.55,68.27,75.96,71.52,65.59
age18-start-elite-amateur-130363-30y,20,2028-06-30,75,93,27398.41,True,69.49,80.86,81.78,65.74,67.07,76.02,80.57,71.8,79.31,64.18,64.23,69.61,76.96,72.85,67.27
age18-start-elite-amateur-130363-30y,21,2029-06-30,79,97,114778.04,True,73.87,84.79,85.9,70.75,70.52,80.48,84.81,75.76,82.32,66.58,66.61,70.8,77.85,74.31,68.76
age18-start-elite-amateur-130363-30y,22,2030-06-30,81,95,219084.04,False,75.77,86.36,87.86,74.59,72.24,83.04,86.74,78.14,83.93,68.04,67.93,71.47,78.35,74.98,69.58
age18-start-elite-amateur-130363-30y,23,2031-06-30,82,96,278580.0,True,77.88,87.76,89.33,77.37,73.95,84.98,88.34,80.28,85.23,69.34,69.25,72.12,78.84,75.68,70.41
age18-start-elite-amateur-130363-30y,24,2032-06-30,84,99,373510.02,True,80.03,89.04,90.76,80.48,75.81,86.81,89.86,82.4,86.52,70.69,70.92,72.96,79.47,76.42,71.45
age18-start-elite-amateur-130363-30y,25,2033-06-30,85,99,509837.72,True,81.9,90.12,91.8,82.79,77.38,88.14,90.94,83.96,87.51,71.84,72.03,73.51,79.89,77.07,72.14
age18-start-elite-amateur-130363-30y,26,2034-06-30,87,99,647397.4,True,83.33,90.98,92.69,84.97,78.81,89.38,91.91,85.45,88.44,73.01,73.07,74.04,80.28,77.64,72.8
age18-start-elite-amateur-130363-30y,27,2035-06-30,87,99,799776.86,True,84.61,91.68,93.4,86.51,80.18,90.42,92.76,86.73,89.24,74.08,74.13,74.57,80.66,78.19,73.46
age18-start-elite-amateur-130363-30y,28,2036-06-30,88,99,1061049.21,True,85.86,92.39,94.07,87.96,81.54,91.28,93.46,87.78,89.93,75.1,75.33,75.17,81.09,78.76,74.21
age18-start-elite-amateur-130363-30y,29,2037-06-30,89,99,1304822.9,True,87.08,93.09,94.7,89.3,82.83,92.08,94.09,88.76,90.58,76.14,76.42,75.71,81.48,79.37,74.89
age18-start-elite-amateur-130363-30y,30,2038-06-30,90,99,1902245.3,True,87.75,93.48,95.06,90.13,83.56,92.55,94.45,89.34,90.99,76.79,77.11,76.05,81.71,79.72,75.32
age18-start-elite-amateur-130363-30y,31,2039-06-30,90,99,2117656.96,True,88.44,93.86,95.43,90.95,84.37,93.1,94.88,90.04,91.48,77.57,77.94,76.47,82.0,80.12,75.84
age18-start-elite-amateur-130363-30y,32,2040-06-30,91,99,2521947.72,True,89.21,94.27,95.79,91.65,85.22,93.57,95.26,90.63,91.9,78.3,78.79,76.9,82.28,80.57,76.37
