case,season,startAge,endAge,matches,wins,losses,draws,titles,centuries,highestBreak,prize,endCash,endOverall,cardNextSeason,rankingLabel,rank,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,other
age15-start-national-youth-104729-30y,2052/53,41,42,29,17,10,2,0,9,128,96350,6859520.69,92,True,World Ranking,34,96350,180750,-1443,0,-38,0,-8836,0,-13517.19
age15-start-national-youth-104729-30y,2053/54,42,43,34,22,9,3,0,29,135,94300,7082905.14,91,True,World Ranking,44,94300,145463,-585,0,-84,0,-6901.84,-180,-9627.71
age15-start-national-youth-104729-30y,2054/55,43,44,30,17,10,3,0,19,139,81100,7288846.64,90,True,World Ranking,45,81100,143276,-1794,0,-122,0,-7843,-180,-10495.5
age15-start-national-youth-104729-30y,2055/56,44,45,33,23,10,0,0,25,138,138100,7519215.52,90,True,World Ranking,39,138100,108888,-1794,0,-84,0,-7558,-360,-7223.12
age15-start-national-youth-130363-30y,2026/27,15,16,23,5,18,0,0,0,67,0,946.7,66,False,Youth Ranking,114,0,2900,-156,0,-11781,-300,-2280,0,4316.7
age15-start-national-youth-130363-30y,2027/28,16,17,23,4,19,0,0,0,83,0,1136.55,70,False,Youth Ranking,110,0,2340,-117,0,-3452,-210,-2185,0,3763.85
age15-start-national-youth-130363-30y,2028/29,17,18,22,1,21,0,0,0,83,0,1210.26,73,False,Youth Ranking,138,0,2454,-156,0,-3498,-295,-2280,0,3887.71
age15-start-national-youth-130363-30y,2029/30,18,19,28,8,20,0,0,4,136,483,4836.21,77,False,Youth Ranking,138,483,8523,-5724,0,0,-375,-2565,0,3233.95
age15-start-national-youth-130363-30y,2030/31,19,20,24,4,20,0,0,0,82,3,9403.36,80,False,Youth Ranking,135,3,8463,-4800,0,0,-375,-2257.2,-180,3513.35
age15-start-national-youth-130363-30y,2031/32,20,21,26,13,13,0,0,6,136,123,13523.67,82,False,Youth Ranking,137,123,8484,-4692,0,-38,-325,-2565,0,3183.31
age15-start-national-youth-130363-30y,2032/33,21,22,33,22,11,0,0,11,137,4000,14703.75,84,False,Q School Ranking,33,4000,7777,-1984,0,-84,-1685,-3995.76,0,-2898.16
